ID,survey_time,surv_t,trip_purp,ac_st,ac_mode,ac_tt,ac_tc,b1,b2,b3,b4,b5,ac1,ac2,ac3,ac4,trip_freq,gen_purp,age,gen,occ,month_inc,veh_own_car,veh_own_bike,veh_own_cyc,mrt_pass,bus_av,car_av,leg_av,rick_av,walk_av,bike_av,cng_av,car_dist,car_tt,car_cost,bus_dist,bus_tt,bus_cost,leg_dist,leg_tt,leg_cost,walk_dist,walk_tt,walk_cost,bike_dist,bike_tt,bike_cost,rick_dist,rick_tt,rick_cost,cng_dist,cng_tt,cng_cost
271,3:15:00 PM,4,7,9,1,5,10,0,1,0,0,0,0,0,0,0,6,4,40,0,3,30,0,1,0,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,0,0.4,1,6,0.4,5,10,0.4,2.6,10,0.4,5,0,0.4,1.9,26,0.4,3.2,20,0.4,2.2,100
272,3:48:00 PM,4,6,10,1,5,10,0,0,0,0,0,0,0,0,0,2,6,20,0,1,5,0,0,1,0,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,2.4,7,36,1,13,10,2.4,15.6,17,1,13,0,2.4,11.3,56,1,8.1,30,2.4,13.1,130
273,3:56:00 PM,4,1,10,1,5,10,1,0,0,0,0,0,0,0,0,5,1,30,0,5,30,0,0,0,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,0,1.1,4,17,0.4,6,10,1.1,7.2,15,0.4,6,0,1.1,5.2,37,0.4,3.2,20,1.1,6,100
274,3:57:00 PM,4,4,5,1,5,10,0,1,0,0,0,0,0,0,0,6,4,40,0,4,30,0,0,0,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,0,0.6,3,9,0.3,4,10,0.6,3.9,10,0.3,4,0,0.6,2.8,29,0.3,2.4,20,0.6,3.3,100
275,3:56:00 PM,4,4,10,1,5,10,0,1,0,0,0,0,0,0,0,6,4,40,0,4,30,0,0,0,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,0,1.1,4,17,0.4,6,10,1.1,7.2,15,0.4,6,0,1.1,5.2,37,0.4,3.2,20,1.1,6,100
276,3:54:00 PM,4,4,10,1,5,10,0,1,0,0,0,0,0,0,0,4,4,40,0,4,60,0,0,0,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,2.4,7,36,1,13,10,2.4,15.6,17,1,13,0,2.4,11.3,56,1,8.1,30,2.4,13.1,130
277,4:03:00 PM,4,7,1,2,5,35,1,0,0,0,0,0,0,0,0,4,4,30,0,4,30,0,1,0,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,2,5,30,1.9,27,10,2,13,15,1.9,27,0,2,9.4,50,1.9,15.4,40,2,10.9,100
278,4:02:00 PM,4,4,10,2,15,35,0,1,0,0,0,0,0,0,0,4,4,30,0,4,20,0,0,0,1,TRUE,FALSE,TRUE,TRUE,FALSE,1,1,4.2,10,63,4.7,35,10,4.2,27.4,26,3.7,51,0,4.2,19.8,83,3.7,29.9,75,4.2,22.8,166
279,4:07:00 PM,4,4,10,2,15,35,0,1,0,0,0,0,0,0,0,4,4,30,0,4,20,0,0,0,1,TRUE,FALSE,TRUE,TRUE,FALSE,1,1,4.2,10,63,4.7,35,10,4.2,27.4,26,3.7,51,0,4.2,19.8,83,3.7,29.9,75,4.2,22.8,166
280,4:04:00 PM,4,6,10,1,5,10,1,0,0,0,0,0,0,0,0,3,6,30,1,2,5,0,0,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,0,1,2.4,7,36,1,13,10,2.4,15.6,17,1,13,0,2.4,11.3,56,1,8.1,30,2.4,13.1,130
281,4:01:00 PM,4,7,10,1,5,10,0,0,0,0,0,0,0,0,0,6,4,40,0,4,60,0,0,0,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,0,1.1,4,17,0.4,6,10,1.1,7.2,15,0.4,6,0,1.1,5.2,37,0.4,3.2,20,1.1,6,100
282,4:10:00 PM,4,4,10,7,15,10,0,1,0,0,0,0,0,0,0,6,4,30,0,4,30,0,0,0,0,TRUE,FALSE,TRUE,TRUE,FALSE,1,1,4.4,15,66,4.5,37,10,4.4,28.7,27,3.8,54,0,4.4,20.7,86,3.8,30.7,75,4.4,23.9,172
283,4:12:00 PM,4,7,10,7,25,10,1,0,0,0,1,0,0,0,0,5,2,20,1,1,5,0,0,0,1,TRUE,FALSE,TRUE,TRUE,FALSE,0,1,5.3,12,80,5.6,43,15,5.3,34.5,31.5,5.3,72,0,5.3,24.9,100,5.3,42.8,100,5.3,28.8,199
284,4:12:00 PM,4,2,10,1,15,10,0,1,0,0,0,0,0,0,0,4,4,40,0,4,60,0,0,0,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,2.4,7,36,1,13,10,2.4,15.6,17,1,13,0,2.4,11.3,56,1,8.1,30,2.4,13.1,130
285,4:12:00 PM,4,2,10,1,5,10,0,0,0,0,0,0,0,0,0,6,2,20,1,1,5,0,0,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,0,0,1.1,4,17,0.4,6,10,1.1,7.2,15,0.4,6,0,1.1,5.2,37,0.4,3.2,20,1.1,6,100
286,4:20:00 PM,4,6,10,2,15,35,1,0,0,0,0,0,0,0,0,4,6,30,0,5,30,0,1,0,1,FALSE,FALSE,TRUE,TRUE,FALSE,1,1,7.2,19,108,10.6,70,25,7.2,46.9,41,7,97,0,7.2,33.9,128,7,56.6,125,7.2,39.2,256
287,4:22:00 PM,4,6,10,1,5,10,0,0,0,0,0,0,0,0,0,4,6,20,0,1,5,0,0,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,1,0,1.1,4,17,0.4,6,10,1.1,7.2,15,0.4,6,0,1.1,5.2,37,0.4,3.2,20,1.1,6,100
288,4:21:00 PM,4,2,16,1,15,10,1,0,0,0,0,0,0,1,0,5,2,30,0,1,20,0,0,1,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,0,1,4,15,0.8,11,10,1,6.5,10,0.8,11,0,1,4.7,35,0.8,6.5,25,1,5.4,100
289,4:56:00 PM,4,6,10,7,15,10,0,0,0,1,0,0,0,0,0,4,6,20,0,4,20,0,0,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,1,0,0.7,2,11,0.8,10,10,0.7,4.6,10,0.8,10,0,0.7,3.3,31,0.8,6.5,25,0.7,3.8,100
290,4:58:00 PM,4,7,10,1,5,10,0,1,0,0,0,0,0,0,0,5,4,30,1,4,30,0,0,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,0,0,1.1,4,17,0.4,6,10,1.1,7.2,15,0.4,6,0,1.1,5.2,37,0.4,3.2,20,1.1,6,100
291,5:00:00 PM,5,6,10,1,15,10,0,0,0,0,0,0,0,1,0,4,6,30,1,1,20,0,0,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,0,0,1.1,3,17,1.1,15,10,1.1,7.2,15,1.1,15,0,1.1,5.2,37,1.1,8.9,30,1.1,6,100
292,4:15:00 PM,4,7,10,1,5,10,0,0,0,0,0,0,0,1,0,4,6,20,0,1,5,0,0,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,1,0,0.7,2,11,0.8,10,10,0.7,4.6,10,0.8,10,0,0.7,3.3,31,0.8,6.5,25,0.7,3.8,100
293,5:08:00 PM,5,7,10,1,15,10,0,0,0,0,0,0,0,1,0,2,2,30,0,1,20,0,0,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,1,0,0.7,2,11,0.8,10,10,0.7,4.6,10,0.8,10,0,0.7,3.3,31,0.8,6.5,25,0.7,3.8,100
294,11:25:00 AM,2,4,5,1,5,10,0,1,0,0,0,0,0,0,0,6,4,30,0,4,30,0,1,0,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,0,0.6,3,9,0.3,4,10,0.6,3.9,10,0.3,4,0,0.6,2.8,29,0.3,2.4,20,0.6,3.3,100
295,11:11:00 AM,2,2,5,1,5,10,1,0,0,0,0,0,0,0,0,4,2,20,0,1,5,0,0,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,1,0,0.6,3,9,0.3,4,10,0.6,3.9,10,0.3,4,0,0.6,2.8,29,0.3,2.4,20,0.6,3.3,100
296,11:06:00 AM,2,4,5,1,5,10,0,1,0,0,0,0,0,0,0,6,4,30,0,4,30,0,0,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,2.2,7,33,2.2,18,10,2.2,14.3,16,1.5,21,0,2.2,10.4,53,1.5,12.1,35,2.2,12,130
297,11:14:00 AM,2,2,5,2,5,10,1,0,0,0,1,0,0,0,0,5,2,30,0,1,20,0,1,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,11.1,30,167,10.9,66,25,11.1,72.3,60.5,9.7,134,0,11.1,52.2,187,9.7,78.4,170,11.1,60.4,373
298,11:35:00 AM,2,4,5,2,15,35,0,1,0,0,1,0,0,0,0,6,4,30,1,4,20,0,0,1,1,TRUE,FALSE,TRUE,TRUE,FALSE,0,1,2.3,7,35,2.3,20,10,2.3,15,16.5,2.2,31,0,2.3,10.8,55,2.2,17.8,50,2.3,12.5,130
299,11:38:00 AM,2,4,6,7,5,10,0,1,0,0,0,0,0,0,0,6,4,20,0,4,20,0,0,0,1,TRUE,FALSE,TRUE,TRUE,FALSE,1,1,3.7,13,56,3.8,33,10,3.7,24.1,23.5,3.3,45,0,3.7,17.4,76,3.3,26.7,65,3.7,20.1,151
300,11:41:00 AM,2,2,5,1,5,10,1,0,0,0,1,0,0,1,0,5,2,20,1,1,5,0,0,0,1,TRUE,FALSE,TRUE,TRUE,TRUE,0,0,0.6,3,9,0.3,4,10,0.6,3.9,10,0.3,4,0,0.6,2.8,29,0.3,2.4,20,0.6,3.3,100
301,11:29:00 AM,2,2,16,2,15,35,1,0,0,0,0,0,0,1,0,5,2,30,0,1,20,0,0,1,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,0,0.6,3,9,0.5,7,10,0.6,3.9,10,0.5,7,0,0.6,2.8,29,0.5,4,20,0.6,3.3,100
302,11:15:00 AM,2,4,11,1,15,10,0,1,0,0,0,0,0,0,0,4,4,30,0,4,20,0,0,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,3.4,8,51,0.6,8,10,3.4,22.2,22,0.6,8,0,3.4,16,71,0.6,4.8,25,3.4,18.5,142
303,11:44:00 AM,2,6,5,1,5,10,0,0,0,0,0,0,1,0,0,5,6,40,1,2,5,0,0,0,1,TRUE,FALSE,TRUE,TRUE,TRUE,0,0,0.6,3,9,0.3,4,10,0.6,3.9,10,0.3,4,0,0.6,2.8,29,0.3,2.4,20,0.6,3.3,100
304,11:41:00 AM,2,1,8,2,15,35,0,0,0,0,0,0,0,0,0,4,1,40,0,5,60,0,0,1,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,0,1.5,7,23,1,14,10,1.5,9.8,15,1,14,0,1.5,7.1,43,1,8.1,30,1.5,8.2,100
305,11:52:00 AM,2,2,6,2,15,35,0,0,0,0,0,0,0,0,0,5,2,30,0,4,30,0,0,0,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,0,1.4,7,21,1.7,19,10,1.4,9.1,15,1.2,17,0,1.4,6.6,41,1.2,9.7,30,1.4,7.6,100
306,11:05:00 AM,2,4,5,2,15,35,0,1,0,0,0,0,0,0,0,6,4,30,0,4,20,0,0,0,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,2.2,9,33,1.8,26,10,2.2,14.3,16,1.8,26,0,2.2,10.4,53,1.8,14.5,40,2.2,12,130
307,11:55:00 AM,2,8,5,2,15,35,1,0,0,0,0,0,0,0,0,4,1,30,0,5,60,0,0,0,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,0,1.1,4,17,0.7,11,10,1.1,7.2,15,0.7,11,0,1.1,5.2,37,0.7,5.7,25,1.1,6,100
308,11:25:00 AM,2,6,5,1,5,10,0,0,0,1,0,0,0,1,0,6,4,30,0,4,30,0,0,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,1,0,0.6,3,9,0.4,6,10,0.6,3.9,10,0.4,6,0,0.6,2.8,29,0.4,3.2,20,0.6,3.3,100
309,12:00:00 PM,2,2,5,1,5,10,1,0,0,0,0,0,0,0,0,5,2,20,0,1,5,0,0,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,6.9,21,104,6.6,43,15,6.9,45,39.5,5.8,81,0,6.9,32.5,124,5.8,46.9,105,6.9,37.5,247
310,11:15:00 AM,2,6,5,1,5,10,0,0,0,0,1,0,0,0,0,4,4,40,0,3,30,0,1,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,1,0,1.1,4,17,0.7,11,10,1.1,7.2,15,0.7,11,0,1.1,5.2,37,0.7,5.7,25,1.1,6,100
311,12:36:00 PM,2,4,5,1,5,10,0,1,0,0,0,0,0,0,0,6,4,30,1,4,30,0,0,0,1,TRUE,FALSE,TRUE,TRUE,TRUE,0,0,1.1,4,17,0.7,11,10,1.1,7.2,15,0.7,11,0,1.1,5.2,37,0.7,5.7,25,1.1,6,100
312,12:42:00 PM,2,4,5,1,5,10,0,1,0,0,0,0,0,0,0,6,4,30,0,4,30,0,0,0,0,FALSE,FALSE,TRUE,TRUE,TRUE,1,1,8.8,25,132,8,57,20,8.8,57.3,49,6.8,95,0,8.8,41.4,152,6.8,54.9,125,8.8,47.9,304
313,11:25:00 AM,2,8,5,1,5,10,0,0,0,0,0,0,0,0,0,3,8,30,0,1,20,0,0,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,1,0,0.6,3,9,0.3,4,10,0.6,3.9,10,0.3,4,0,0.6,2.8,29,0.3,2.4,20,0.6,3.3,100
314,11:48:00 AM,2,6,12,1,15,10,0,0,0,1,0,0,0,0,0,4,6,30,1,1,5,0,0,0,1,TRUE,FALSE,TRUE,TRUE,TRUE,0,0,0.5,3,8,0.5,7,10,0.5,3.3,10,0.5,7,0,0.5,2.4,28,0.5,4,20,0.5,2.7,100
315,12:48:00 PM,2,2,14,1,5,10,1,0,0,0,0,0,0,0,0,6,4,30,0,4,30,0,0,0,1,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,0.001,1,0,0,5,10,0.001,0,10,0.001,1,0,0.001,0,20,0.001,0,20,0.001,0,100
316,11:35:00 AM,2,3,5,2,15,10,0,0,0,1,0,0,0,0,0,4,3,40,1,2,5,0,0,0,0,FALSE,FALSE,TRUE,TRUE,FALSE,0,1,7.2,19,108,7.2,46,20,7.2,46.9,41,5.7,79,0,7.2,33.9,128,5.7,46.1,105,7.2,39.2,256
317,12:10:00 PM,2,4,11,1,5,10,0,1,0,0,0,0,0,0,0,5,4,30,0,4,30,0,0,0,0,FALSE,FALSE,TRUE,FALSE,TRUE,1,1,7.3,19,110,7.8,44,20,7.3,47.6,41.5,7.3,100,0,7.3,34.4,130,7.3,59,130,7.3,39.7,259
318,12:07:00 PM,2,4,13,2,15,35,0,1,0,0,0,0,0,0,0,3,4,40,0,4,30,0,0,0,0,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,0.001,1,0,0,5,10,0.001,0,10,0.001,1,0,0.001,0,20,0.001,0,20,0.001,0,100
319,11:55:00 AM,2,2,5,1,5,10,1,0,0,0,0,0,0,0,0,6,2,30,0,1,5,0,0,0,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,0,0.6,3,9,0.3,4,10,0.6,3.9,10,0.3,4,0,0.6,2.8,29,0.3,2.4,20,0.6,3.3,100
320,12:10:00 PM,2,2,5,1,5,10,1,0,0,0,0,0,0,0,0,6,2,30,1,1,20,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE,0,1,10.5,19,158,8.1,57,20,10.5,68.4,57.5,7,96,0,10.5,49.4,178,7,56.6,125,10.5,57.1,355
321,12:03:00 PM,2,3,5,2,15,35,0,0,0,0,1,0,1,0,0,1,3,40,0,5,60,0,0,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,1,0,1.5,6,23,2.1,19,10,1.5,9.8,15,1.5,21,0,1.5,7.1,43,1.5,12.1,35,1.5,8.2,100
322,11:35:00 AM,2,7,5,1,5,10,0,0,0,0,0,0,0,0,0,5,4,30,0,4,20,0,0,0,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,0,0.6,3,9,0.3,4,10,0.6,3.9,10,0.3,4,0,0.6,2.8,29,0.3,2.4,20,0.6,3.3,100
323,12:24:00 PM,2,1,5,2,15,35,0,0,0,0,1,0,0,0,0,4,1,30,0,5,80,0,0,0,1,TRUE,FALSE,TRUE,TRUE,FALSE,1,1,3,8,45,3.2,28,10,3,19.5,20,3,41,0,3,14.1,65,3,24.2,60,3,16.3,130
324,12:28:00 PM,2,4,5,2,5,35,1,0,0,0,0,0,0,0,0,5,4,30,0,3,30,0,0,0,1,FALSE,FALSE,TRUE,TRUE,TRUE,1,0,0.8,4,12,0.038,5,10,0.8,5.2,10,0.038,1,0,0.8,3.8,32,0.038,0.3,20,0.8,4.4,100
325,12:31:00 PM,2,8,5,2,15,35,1,0,0,0,0,1,0,0,0,3,8,30,1,5,30,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,0,1,12.7,35,191,14.6,84,35,12.7,82.7,68.5,11,153,0,12.7,59.8,211,11,88.9,190,12.7,69.1,421
326,12:35:00 PM,2,2,5,1,5,10,1,0,0,0,0,0,0,0,0,6,2,20,0,1,5,0,0,0,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,2.3,9,35,2.7,20,10,2.3,15,16.5,2.1,30,0,2.3,10.8,55,2.1,17,50,2.3,12.5,130
327,12:39:00 PM,2,4,5,3,15,150,0,1,0,0,0,0,0,0,0,5,4,30,0,4,30,0,0,0,1,TRUE,FALSE,TRUE,TRUE,FALSE,1,1,2.9,6,44,3.7,33,10,2.9,18.9,19.5,2.9,40,0,2.9,13.7,64,2.9,23.4,60,2.9,15.8,130
328,12:48:00 PM,2,1,6,2,5,35,0,1,0,0,0,0,0,1,0,4,4,40,0,4,30,0,0,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,14.4,40,216,17.6,99,45,14.4,93.8,77,11.7,163,0,14.4,67.8,236,11.7,94.5,200,14.4,78.3,472
329,12:52:00 PM,2,2,6,2,5,35,1,0,0,0,0,0,0,1,0,1,2,20,0,1,5,0,0,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,1,0,1,4,15,1,14,10,1,6.5,10,1,14,0,1,4.7,35,1,8.1,30,1,5.4,100
330,12:57:00 PM,2,7,6,1,5,10,0,0,0,0,0,0,0,0,0,5,6,20,0,1,5,0,0,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,1,0,1.4,7,21,1.7,19,10,1.4,9.1,15,1.2,17,0,1.4,6.6,41,1.2,9.7,30,1.4,7.6,100
331,1:03:00 PM,3,8,5,2,5,35,0,0,0,1,0,0,0,1,0,6,2,20,1,1,5,1,0,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,0.6,3,9,0.3,4,10,0.6,3.9,10,0.3,4,0,0.6,2.8,29,0.3,2.4,20,0.6,3.3,100
332,1:03:00 PM,3,8,5,1,5,10,0,1,0,0,0,0,0,0,0,4,8,30,1,1,20,0,0,0,0,FALSE,FALSE,TRUE,TRUE,TRUE,0,1,8.8,25,132,8,57,20,8.8,57.3,49,6.8,95,0,8.8,41.4,152,6.8,54.9,125,8.8,47.9,304
333,1:05:00 PM,3,8,5,2,5,10,0,0,1,0,0,0,1,0,0,4,8,30,1,2,5,0,0,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,0,0,0.6,3,9,0.3,4,10,0.6,3.9,10,0.3,4,0,0.6,2.8,29,0.3,2.4,20,0.6,3.3,100
334,1:04:00 PM,3,6,14,1,5,10,0,0,0,0,0,0,0,1,0,2,6,30,0,1,5,0,0,0,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,0,1.1,5,17,1.1,15,10,1.1,7.2,15,1.1,15,0,1.1,5.2,37,1.1,8.9,30,1.1,6,100
335,12:45:00 PM,2,8,5,2,15,10,0,1,0,0,0,0,0,0,0,4,8,30,1,2,5,0,0,0,0,FALSE,FALSE,TRUE,TRUE,FALSE,0,1,7.2,19,108,7.2,46,20,7.2,46.9,41,5.7,79,0,7.2,33.9,128,5.7,46.1,105,7.2,39.2,256
336,1:08:00 PM,3,4,6,2,5,35,1,0,0,0,0,0,0,0,0,1,5,30,1,4,20,0,1,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,1,0,1.4,7,21,1.7,19,10,1.4,9.1,15,1.2,17,0,1.4,6.6,41,1.2,9.7,30,1.4,7.6,100
337,1:09:00 PM,3,2,5,2,5,35,1,0,0,0,1,0,0,0,0,6,2,20,0,1,5,0,1,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,1,0,0.6,3,9,0.3,4,10,0.6,3.9,10,0.3,4,0,0.6,2.8,29,0.3,2.4,20,0.6,3.3,100
338,12:55:00 PM,2,2,5,2,15,35,0,0,0,0,1,0,0,0,0,6,2,20,0,1,5,0,0,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,12.3,27,185,15.5,90,40,12.3,80.1,66.5,9.7,133,0,12.3,57.9,205,9.7,78.4,170,12.3,66.9,409
339,1:05:00 PM,3,6,5,7,5,10,0,0,0,0,0,0,0,0,0,6,4,30,0,4,20,0,0,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,1,0,1.1,4,17,0.7,11,10,1.1,7.2,15,0.7,11,0,1.1,5.2,37,0.7,5.7,25,1.1,6,100
340,1:13:00 PM,3,7,14,2,25,75,1,0,0,0,0,0,0,0,0,4,2,30,0,1,20,0,0,1,1,TRUE,FALSE,TRUE,TRUE,FALSE,1,1,2.8,11,42,2.7,37,10,2.8,18.2,19,2.4,34,0,2.8,13.2,62,2.4,19.4,55,2.8,15.2,130
341,1:15:00 PM,3,8,5,2,15,35,0,0,0,1,0,0,0,1,0,4,2,20,1,1,5,0,0,0,1,FALSE,FALSE,TRUE,TRUE,FALSE,0,1,8.4,16,126,10.1,54,25,8.4,54.7,47,6.3,87,0,8.4,39.5,146,6.3,50.9,115,8.4,45.7,292
342,1:18:00 PM,3,4,5,2,15,35,0,1,0,0,1,0,0,0,0,6,4,30,0,4,30,0,0,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,1,1,7.5,18,113,7.6,49,20,7.5,48.9,42.5,7.4,102,0,7.5,35.3,133,7.4,59.8,135,7.5,40.8,265
343,1:31:00 PM,3,6,5,1,15,10,1,0,0,0,0,0,1,0,0,3,6,20,0,1,5,0,0,0,0,FALSE,FALSE,TRUE,FALSE,TRUE,1,1,7.5,18,113,7.6,49,20,7.5,48.9,42.5,7.4,102,0,7.5,35.3,133,7.4,59.8,135,7.5,40.8,265
344,1:26:00 PM,3,7,15,2,15,35,0,1,0,0,1,0,0,0,0,4,6,30,0,1,20,0,1,1,0,TRUE,FALSE,TRUE,TRUE,FALSE,1,1,4.4,14,66,2.7,25,10,4.4,28.7,27,2.6,37,0,4.4,20.7,86,2.6,21,55,4.4,23.9,172
345,1:25:00 PM,3,7,16,2,15,35,0,0,0,0,0,0,0,0,0,2,4,40,0,5,30,0,1,0,0,TRUE,FALSE,TRUE,TRUE,FALSE,1,1,4,16,60,3.1,28,10,4,26.1,25,2.3,32,0,4,18.8,80,2.3,18.6,50,4,21.8,160
346,1:12:00 PM,3,7,6,2,15,75,1,1,0,0,0,0,0,1,0,4,8,20,0,1,5,0,0,0,0,TRUE,FALSE,TRUE,TRUE,FALSE,1,1,2.4,8,36,2.5,19,10,2.4,15.6,17,2.3,32,0,2.4,11.3,56,2.3,18.6,50,2.4,13.1,130
347,1:41:00 PM,3,4,6,1,5,10,0,0,0,0,0,0,0,0,0,6,4,30,0,4,60,0,1,0,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,0,1.2,6,18,1.1,16,10,1.2,7.8,15,1,14,0,1.2,5.6,38,1,8.1,30,1.2,6.5,100
348,1:45:00 PM,3,2,6,2,15,35,1,0,0,0,0,0,1,0,0,6,2,20,0,1,5,0,0,0,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,0,1.7,7,26,1.7,22,10,1.7,11.1,15,1.6,22,0,1.7,8,46,1.6,12.9,35,1.7,9.2,100
349,1:54:00 PM,3,2,6,1,15,10,1,0,0,0,0,0,0,0,0,6,2,20,0,1,5,0,0,0,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,2,7,30,2.8,28,10,2,13,15,1.6,22,0,2,9.4,50,1.6,12.9,35,2,10.9,100
350,1:58:00 PM,3,8,6,2,25,75,1,0,0,0,0,0,0,0,0,4,2,20,1,1,5,0,1,0,1,TRUE,FALSE,TRUE,TRUE,FALSE,1,1,2.4,8,36,2.5,19,10,2.4,15.6,17,2.3,32,0,2.4,11.3,56,2.3,18.6,50,2.4,13.1,130
351,2:00:00 PM,3,2,6,2,15,35,0,0,0,0,1,0,0,0,0,6,2,20,0,1,5,0,0,0,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,0,1.7,7,26,1.7,22,10,1.7,11.1,15,1.6,22,0,1.7,8,46,1.6,12.9,35,1.7,9.2,100
352,2:33:00 PM,3,4,5,1,5,10,0,1,0,0,0,0,0,0,0,4,4,20,0,4,20,0,0,0,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,2.4,8,36,2.3,21,10,2.4,15.6,17,2.3,32,0,2.4,11.3,56,2.3,18.6,50,2.4,13.1,130
353,2:36:00 PM,3,8,6,1,5,10,0,0,0,1,0,0,0,0,0,3,6,30,1,2,5,0,0,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,0,0,1.4,7,21,1.7,19,10,1.4,9.1,15,1.2,17,0,1.4,6.6,41,1.2,9.7,30,1.4,7.6,100
354,2:30:00 PM,3,4,13,1,5,10,0,1,0,0,0,0,0,0,0,4,4,30,0,4,20,0,0,0,0,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,0.001,1,0,0,5,10,0.001,0,10,0.001,1,0,0.001,0,20,0.001,0,20,0.001,0,100
355,2:34:00 PM,3,2,11,1,5,10,1,0,0,0,1,0,0,0,0,5,2,20,0,1,20,0,0,0,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,0,1.1,4,17,0.6,9,10,1.1,7.2,15,0.6,9,0,1.1,5.2,37,0.6,4.8,25,1.1,6,100
356,2:38:00 PM,3,4,1,2,15,35,0,0,0,0,0,0,0,0,0,6,4,30,0,4,30,0,1,0,1,TRUE,FALSE,TRUE,TRUE,FALSE,1,1,3.9,11,59,3.6,49,10,3.9,25.4,24.5,3.6,49,0,3.9,18.4,79,3.6,29.1,70,3.9,21.2,157
357,2:35:00 PM,3,8,6,2,15,35,0,0,0,1,0,0,1,0,0,4,8,30,1,2,5,0,0,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,0,0,1.6,8,24,1.8,20,10,1.6,10.4,15,1.5,21,0,1.6,7.5,44,1.5,12.1,35,1.6,8.7,100
358,2:42:00 PM,3,6,5,2,15,75,0,0,0,1,0,0,0,1,0,3,8,20,1,1,5,1,0,0,1,TRUE,TRUE,TRUE,TRUE,FALSE,0,1,2.5,9,38,2.6,25,10,2.5,16.3,17.5,2.6,35,0,2.5,11.8,58,2.6,21,55,2.5,13.6,130
359,2:41:00 PM,3,1,6,1,15,10,0,0,0,0,0,0,0,0,0,4,1,40,0,5,80,0,0,1,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,0,0.9,4,14,0.4,6,10,0.9,5.9,10,0.4,6,0,0.9,4.2,34,0.4,3.2,20,0.9,4.9,100
360,2:42:00 PM,3,8,6,2,15,75,0,0,0,1,0,0,0,0,0,4,4,30,1,4,20,0,0,0,0,TRUE,FALSE,TRUE,TRUE,FALSE,0,1,3.2,9,48,3.2,29,10,3.2,20.8,21,2.3,32,0,3.2,15.1,68,2.3,18.6,50,3.2,17.4,136
